,Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,Price,Touch_Screen,IPS_Screen,HD_Screen,X_Res,Y_Res,Px_price_Index,Cpu_Brand,Processor,Memory_GB,HDD,SSD
339,Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
340,Dell,Notebook,15.6,4,Intel HD Graphics,Linux,2.2,14646.672,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
341,Lenovo,Notebook,15.6,12,AMD Radeon 530,Windows 10,2.2,47898.72,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,2000,1,0
342,HP,Notebook,15.6,8,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
343,Lenovo,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,1,4,2160,155.39594990651284,Intel,Intel Core i7,512,0,1
344,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.2,84129.12,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
345,Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
346,HP,Notebook,14.0,2,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,32,0,0
347,Dell,Ultrabook,15.6,16,Intel UHD Graphics 620,Windows 10,1.88,85672.1088,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
348,Asus,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows 10,1.5,19980.0,1,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,32,0,0
349,Dell,Ultrabook,15.6,8,AMD Radeon 530,Windows 10,0.0002,35324.64,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
351,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,69477.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
352,MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
353,HP,Workstation,15.6,8,Nvidia Quadro M1200,Windows 10,2.6,92615.0256,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
354,Toshiba,Notebook,15.6,16,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
355,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.02,51729.552,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
356,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,No OS,2.2,17155.6272,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,1000,1,0
357,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
358,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.36,29696.6736,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,2000,1,0
359,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,76030.56,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
360,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
361,Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
362,Lenovo,Notebook,17.3,6,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,128,1,1
363,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
364,Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,256,0,1
365,HP,Notebook,15.6,8,Intel HD Graphics 405,Windows 10,2.04,20725.92,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,2000,1,0
366,Dell,Notebook,17.3,8,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i5,128,1,1
367,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
368,Dell,Notebook,15.6,8,AMD Radeon R7 M445,Windows 10,2.33,47898.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
369,HP,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
370,Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,1,1
371,Acer,Notebook,15.6,4,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,128,0,1
372,Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,1,1920,1080,127.33567457123111,AMD,AMD Processor,256,1,1
373,Lenovo,Notebook,17.3,4,AMD Radeon R5,Windows 10,2.6,26053.92,0,0,0,1600,900,106.11306214269258,AMD,AMD Processor,128,0,1
374,Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.62,46300.8528,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
375,HP,Notebook,15.6,4,AMD Radeon R5,Windows 10,1.91,26053.3872,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,256,0,1
376,Lenovo,Netbook,11.6,4,Intel HD Graphics 500,Windows 10,1.59,29463.84,0,1,0,1366,768,135.0942111925629,Intel,Other Intel Processor,128,0,1
377,Dell,Notebook,15.6,4,Intel HD Graphics 400,Windows 10,1.8,16463.52,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
378,Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.5,15238.08,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,32,0,0
379,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
380,HP,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
381,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.85,21498.48,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,128,0,1
382,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
383,Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
384,Asus,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
385,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.13,121584.96,0,1,0,2560,1440,209.8006828649808,Intel,Intel Core i7,512,0,1
386,Lenovo,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i3,128,0,1
387,Dell,Workstation,15.6,8,AMD FirePro W5130M,Windows 10,2.23,72940.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
388,Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows 10,2.0,113752.8,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
389,Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows 10,1.42,133679.52,1,0,0,2560,1440,209.8006828649808,Intel,Intel Core i7,512,0,1
390,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
391,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
392,Acer,Notebook,15.6,12,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
393,MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,0,1
394,Dell,Notebook,15.6,8,AMD Radeon R7 M445,Linux,2.33,41498.1936,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
395,HP,Ultrabook,15.6,4,AMD Radeon 520,Windows 10,1.91,26586.72,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,256,0,1
396,Lenovo,Notebook,15.6,8,AMD Radeon RX 550,Windows 10,2.1,65510.9568,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
397,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
398,Dell,Workstation,15.6,8,Nvidia Quadro M1200,Windows 10,1.78,144495.36,1,0,1,4,2160,138.46177587823902,Intel,Intel Core i7,256,0,1
399,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,0,2560,1440,209.8006828649808,Intel,Intel Core i7,1000,0,1
400,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.2,16303.68,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,1000,1,0
401,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
402,Lenovo,Notebook,25.6,8,AMD Radeon RX 550,Windows 10,2.1,60978.96,0,1,1,1920,1080,86.05106133133977,Intel,Intel Core i5,256,1,1
403,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
404,MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
405,Asus,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.1,99793.44,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
406,Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,Windows 10,1.2,93080.16,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
407,Dell,Ultrabook,14.0,8,Intel HD Graphics,Windows 10,1.36,89510.4,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
408,Lenovo,Notebook,35.6,4,Intel HD Graphics 520,Windows 10,2.2,21791.52,0,0,1,1920,1080,61.879414889952194,Intel,Intel Core i3,500,1,0
409,Lenovo,Notebook,11.6,2,Intel HD Graphics 500,Windows 10,1.15,16221.096,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,32,0,0
410,Lenovo,Workstation,15.6,8,Nvidia Quadro M1200,Windows 10,2.67,102564.0,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
411,Lenovo,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,1,2560,1440,209.8006828649808,Intel,Intel Core i7,512,0,1
412,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
413,Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
414,Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.27,49443.84,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
415,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Linux,2.3,31909.392,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
416,Dell,Notebook,13.3,4,Intel HD Graphics 520,Windows 10,1.65,36709.92,0,0,0,1366,768,117.82653006268643,Intel,Intel Core i3,128,0,1
417,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.43,79920.0,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
418,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
419,Lenovo,Ultrabook,14.0,8,AMD Radeon RX 550,Windows 10,1.75,64755.4464,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
420,Lenovo,2 in 1 Convertible,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,1,4,2160,138.46177587823902,Intel,Intel Core i7,512,0,1
421,Chuwi,Notebook,12.3,6,Intel HD Graphics 500,Windows 10,1.4,23922.72,0,1,0,2736,1824,267.3384360344031,Intel,Other Intel Processor,64,0,0
422,HP,Notebook,15.6,8,Intel HD Graphics 630,Windows 10,2.31,76030.56,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
423,Asus,Notebook,35.6,8,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,1,1920,1080,61.879414889952194,Intel,Intel Core i3,1000,1,0
424,Dell,Gaming,27.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,0,2560,1440,107.59009377691324,Intel,Intel Core i7,256,1,1
425,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
426,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.02,60867.072,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
427,Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Linux,1.6,58554.72,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
428,HP,Gaming,17.3,12,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
429,Mediacom,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows 10,1.16,15930.72,1,1,1,1920,1080,189.90579052433606,Intel,Other Intel Processor,32,0,1
430,Samsung,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,1.15,14332.32,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,16,0,0
431,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.4,53812.8,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
432,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i3,128,0,1
433,Lenovo,Workstation,15.6,16,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,0,1,1,4,2160,138.46177587823902,Intel,Intel Core i7,512,0,1
434,Lenovo,Notebook,15.6,16,Nvidia Quadro M2200M,Windows 10,2.5,130482.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
435,Asus,Gaming,17.3,8,AMD Radeon RX 580,Windows 10,3.2,90309.6,0,0,1,1920,1080,127.33567457123111,AMD,AMD Processor,256,1,1
436,HP,Notebook,15.6,4,Intel HD Graphics 400,Windows 10,2.1,18488.16,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
437,Google,Ultrabook,12.3,16,Intel HD Graphics 615,Chrome OS,1.1,117162.72,1,0,0,2400,1600,234.50740003017813,Intel,Intel Core i7,512,0,1
438,Lenovo,Ultrabook,24.0,24,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,0,2560,1440,122.3837316712388,Intel,Intel Core i7,512,0,1
439,Asus,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.0,29783.52,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
440,Lenovo,Notebook,17.3,8,AMD Radeon R4,Windows 10,2.8,27652.32,0,0,0,1600,900,106.11306214269258,AMD,AMD Processor,1000,1,0
441,Dell,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.2,39906.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
442,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,76137.12,0,1,1,1920,1080,176.23257360658386,Intel,Intel Core i5,256,0,1
443,Lenovo,Notebook,15.6,4,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,1,1920,1080,141.21199808219862,Intel,Other Intel Processor,128,0,1
444,HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
445,Dell,Notebook,14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
446,Acer,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.4,23539.104,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,500,1,0
447,Dell,Workstation,15.6,8,Nvidia Quadro M620,Windows 10,2.23,106187.04,0,0,1,1920,1080,141.21199808219862,Intel,Other Intel Processor,64,1,0
448,MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
449,Microsoft,Ultrabook,13.5,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92,1,0,0,2256,1504,200.84255993695703,Intel,Intel Core i7,512,0,1
450,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,128,0,1
451,Dell,Workstation,15.6,16,Nvidia Quadro M620,Windows 10,2.17,105228.0,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
452,HP,Workstation,15.6,8,Intel HD Graphics 620,Windows 10,2.31,81731.52,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
453,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.65,71661.6,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
454,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
455,Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 405,Windows 10,1.47,25521.12,1,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,500,1,0
456,Dell,Notebook,17.3,8,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
457,Microsoft,Ultrabook,13.5,4,Intel HD Graphics 615,Windows 10 S,1.252,52693.92,1,0,0,2256,1504,200.84255993695703,Intel,Other Intel Processor,128,0,1
458,Microsoft,Ultrabook,33.5,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72,1,0,0,2256,1504,80.93655400444537,Intel,Intel Core i7,256,0,1
459,HP,Notebook,17.3,8,Intel HD Graphics 520,Windows 10,2.5,34093.872,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i3,256,0,1
460,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
461,Acer,Netbook,11.6,4,Intel HD Graphics 400,Windows 10,1.4,23176.8,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,128,0,1
462,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.37,39906.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
463,Lenovo,Notebook,14.0,8,AMD Radeon R7 M460,No OS,1.5,42570.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
464,Lenovo,Notebook,15.6,8,Nvidia Quadro M2200M,Windows 10,2.67,111355.2,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
465,Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.0,16197.12,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
466,Acer,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
467,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.02,40439.52,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,2000,1,0
468,HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
469,Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows 10,1.4,98994.24,0,1,1,2560,1440,209.8006828649808,Intel,Intel Core i7,256,0,1
470,HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.29,106506.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i7,512,0,1
471,HP,Notebook,15.6,8,AMD FirePro W4190M ,Windows 10,1.9,61485.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
472,Google,Ultrabook,12.3,8,Intel HD Graphics 615,Chrome OS,1.1,67932.0,1,0,0,2400,1600,234.50740003017813,Intel,Intel Core i5,128,0,1
473,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
474,Asus,Notebook,15.6,12,Intel HD Graphics 530,Windows 10,2.06,69210.72,0,1,1,4,2160,138.46177587823902,Intel,Intel Core i7,128,1,1
475,Dell,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.79,39427.2,0,0,0,1366,768,111.93520355955211,Intel,Intel Core i3,128,0,1
476,Dell,Workstation,15.0,8,Nvidia Quadro M1200,Windows 10,1.78,128298.24,0,0,1,1920,1080,146.86047800548656,Intel,Intel Core i7,256,0,1
477,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.7,72673.92,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,180,0,1
479,Toshiba,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.05,89084.16,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
480,Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.16,67239.36,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
481,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.18,31254.048,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
482,HP,Notebook,13.3,4,Intel UHD Graphics 620,Windows 10,1.49,38681.28,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,128,0,1
483,Chuwi,Notebook,15.6,4,Intel HD Graphics,Windows 10,1.89,13261.392,0,0,1,1920,1080,141.21199808219862,Intel,Other Intel Processor,64,0,0
484,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.3,30103.2,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
485,Lenovo,Notebook,14.0,8,Intel UHD Graphics 620,Windows 10,1.75,55890.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
486,Dell,Workstation,15.6,16,Nvidia Quadro M620,Windows 10,2.17,124568.64,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
487,Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
488,Lenovo,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,1.36,95797.44,0,1,1,1920,1080,176.23257360658386,Intel,Intel Core i7,512,0,1
489,Asus,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,0.91,103896.0,0,0,1,1920,1080,176.23257360658386,Intel,Intel Core i7,512,0,1
490,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.3,53918.8272,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
491,Toshiba,Ultrabook,13.3,32,Intel HD Graphics 620,Windows 10,1.05,149130.72,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
492,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
493,Acer,Notebook,15.6,8,AMD Radeon RX 540,Windows 10,2.2,30849.12,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,1000,1,0
494,Asus,Gaming,17.3,24,Nvidia GeForce GTX 965M,Windows 10,4.33,67612.32,1,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
495,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 10,1.3,58554.72,0,1,0,1366,768,125.36742798669837,Intel,Intel Core i5,180,0,1
496,Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.17,47893.392,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
497,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.48,93186.72,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,1000,0,1
498,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.4,50562.72,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i3,256,0,1
499,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,48538.08,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
500,Asus,Netbook,11.6,4,Intel HD Graphics 500,Windows 10 S,1.2,18115.2,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,64,0,0
501,HP,Notebook,15.6,8,AMD Radeon 520,Windows 10,1.91,32979.7872,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,256,0,1
502,Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows 10,1.4,85194.72,1,1,1,1920,1080,158.48253022174808,Intel,Intel Core i5,256,0,1
503,Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,2.1,15930.72,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,500,1,0
504,Lenovo,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,14119.2,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,16,0,1
505,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.44,50562.72,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
